Requete;Triplet_1;Triplet_2;Triplet_3;Triplet_4;Estimation_1;Estimation_2;Estimation_3;Estimation_4
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country6 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country6;?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City0;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;26;332;733;1053;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City2 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country9 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country9;?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City2;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;14;112;733;1053;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City81 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country35 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City81;?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country35;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;2;5;733;1053;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City215 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country0 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City215;?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country0;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;3;156;733;1053;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City2 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country0 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City2;?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country0;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1;112;156;1053;2308;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City18 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country0 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City18;?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country0;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;17;156;733;1053;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City186 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country0 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City186;?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country0;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1;5;156;1053;2308;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City215 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country132 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country132;?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City215;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1;0;3;1053;2308;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City2 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country95 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country95;?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City2;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;1;112;733;1053;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City15 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country144 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country144;?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City15;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1;1;24;1053;2308;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City82 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country3 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City82;?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country3;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1;7;41;1053;2308;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City2 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country0 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City2;?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country0;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;112;156;733;1053;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City168 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country16 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City168;?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country16;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;3;8;733;1053;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City67 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country0 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City67;?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country0;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1;5;156;1053;2308;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City149 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country155 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country155;?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City149;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;1;4;733;1053;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City17 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country0 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City17;?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country0;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1;13;156;1053;2308;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City67 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country3 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City67;?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country3;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1;5;41;1053;2308;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City2 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country0 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City2;?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country0;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;112;156;733;1053;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City98 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country2 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City98;?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country2;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1;4;54;1053;2308;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City2 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country164 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country164;?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City2;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1;1;112;1053;2308;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City86 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country29 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City86;?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country29;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1;1;2;1053;2308;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country55 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country55;?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City0;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1;1;332;1053;2308;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City2 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country4 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country4;?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City2;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;40;112;733;1053;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City6 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country125 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country125;?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City6;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1;1;43;1053;2308;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City33 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country0 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City33;?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country0;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1;11;156;1053;2308;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City1 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country1 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country1;?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City1;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1;78;151;1053;2308;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City186 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country52 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country52;?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City186;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender1;4;5;1053;2308;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City23 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country2 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City23;?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country2;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;12;54;733;1053;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City2 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country6 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country6;?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City2;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;26;112;733;1053;
Select ?v0 WHERE {?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City82 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country100 . ?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0 . ?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country100;?v0 http://purl.org/dc/terms/Location http://db.uwaterloo.ca/~galuc/wsdbm/City82;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/gender http://db.uwaterloo.ca/~galuc/wsdbm/Gender0;?v0 http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://db.uwaterloo.ca/~galuc/wsdbm/Role2;2;7;733;1053;
